"data_id","type","date","longitude","latitude","country","ISO","ID_0","ID_1","FOI","R0_1","R0_2","R0_3","altitude","DayTemp_const_term","EVI_const_term","MIR_const_term","NightTemp_const_term","RFE_const_term","DayTemp_Re0","EVI_Re0","MIR_Re0","NightTemp_Re0","RFE_Re0","DayTemp_Im0","EVI_Im0","MIR_Im0","NightTemp_Im0","RFE_Im0","DayTemp_Re1","EVI_Re1","MIR_Re1","NightTemp_Re1","RFE_Re1","DayTemp_Im1","EVI_Im1","MIR_Im1","NightTemp_Im1","RFE_Im1","travel_time","TSI","aedes_gen","population","Shape_Area","log_pop_den"
11,"serology","2014-2016",90.97755667,23.25756333,"Bangladesh","BGD",20,2,0.003561601,1.13988157446615,1.10406354498272,1.34118909492263,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
12,"serology","2014-2016",91.18109,22.9525,"Bangladesh","BGD",20,2,0.001862109,1.06452086607739,1.0537266083162,1.30092041395294,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
13,"serology","2014-2016",91.43228,23.022127,"Bangladesh","BGD",20,2,0.000837863,1.02632638403542,1.02398821182153,1.28407139675867,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
14,"serology","2014-2016",90.96718167,23.33085833,"Bangladesh","BGD",20,2,0.002575348,1.09448159125896,1.07470186011203,1.31619702264398,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
15,"serology","2014-2016",91.04909833,23.05107333,"Bangladesh","BGD",20,2,0.002556951,1.09367709366414,1.07415809689202,1.31577124512859,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
16,"serology","2014-2016",92.05017667,22.01031,"Bangladesh","BGD",20,2,0.001566272,1.05287201327212,1.04509060857046,1.29538581901377,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
17,"serology","2014-2016",91.05295833,22.89805,"Bangladesh","BGD",20,2,0.002410556,1.08733351017726,1.06983622920485,1.31244047435283,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
18,"serology","2014-2016",90.91304333,23.50959,"Bangladesh","BGD",20,2,0.001804305,1.06220746915189,1.0520362460258,1.29979972800543,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
19,"serology","2014-2016",92.18755333,21.47397333,"Bangladesh","BGD",20,2,0.0005646,1.01721352257441,1.01613100231691,1.28077652079433,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
20,"serology","2014-2016",90.897755,23.67188,"Bangladesh","BGD",20,2,0.001200718,1.03915576731349,1.03447160472746,1.28927291270848,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
21,"serology","2014-2016",91.439373,23.046413,"Bangladesh","BGD",20,2,0.000794906,1.02486180933884,1.02275090593773,1.28351671848981,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
22,"serology","2014-2016",91.43743667,22.51457333,"Bangladesh","BGD",20,2,0.001266388,1.04156275384035,1.03637500054061,1.29030890924046,12.6482606702518,14664.8992528059,162.982734052006,45.937506510566,10191.7935770794,2463.05043099983,56.0252248464828,-11.3075664485986,1.08505544695048,-996.061689574305,-1338.71632081155,467.434784544232,-7.75168745789087,4.99518253345062,-196.510715188219,-82.7495650986187,-583.416991961611,-11.6541352613435,1.04695802124692,-700.42022429745,-113.907406997778,-151.703848540952,-2.80424817772306,-0.301698602001211,-228.466324898122,-220.442522491468,87.7636169262284,74628.3317231006,22.0199987027772,22309197,31432.7077877396,6.56631325961776
23,"serology","2014-2016",89.567229,23.701635,"Bangladesh","BGD",20,3,0.004949919,1.21063898562504,1.14609064346308,1.3824874206955,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
24,"serology","2014-2016",90.23523167,24.69175833,"Bangladesh","BGD",20,3,0.001169674,1.03802682040259,1.03357246739949,1.28879297171205,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
25,"serology","2012",90.3549177,23.8008764,"Bangladesh","BGD",20,3,0.013636394,1.78330458349929,1.42672911831265,1.73202052740363,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
26,"serology","2014-2016",90.41652167,23.73216333,"Bangladesh","BGD",20,3,0.032658995,3.4526404570866,2.13411079808353,2.71029306749214,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
27,"serology","2014-2016",89.91429333,24.23648333,"Bangladesh","BGD",20,3,0.001754079,1.06021192039441,1.05056865465633,1.29884121108071,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
28,"serology","2014-2016",90.74592667,24.137055,"Bangladesh","BGD",20,3,0.001900258,1.06605739371006,1.0548429867092,1.30167020089379,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
29,"serology","2014-2016",90.77405,24.99593667,"Bangladesh","BGD",20,3,0.001070406,1.03445563448292,1.03070013783729,1.28730124871074,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
30,"serology","2014-2016",90.05272,23.40852833,"Bangladesh","BGD",20,3,0.008938815,1.44982493905914,1.27126041092378,1.52843158437551,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
31,"serology","2014-2016",90.32598167,23.22770833,"Bangladesh","BGD",20,3,0.002683207,1.09923070563498,1.07789277325257,1.31872502001071,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
32,"serology","2014-2016",90.40344167,23.70024167,"Bangladesh","BGD",20,3,0.006458165,1.29537752949081,1.19265681454798,1.43367204614887,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
33,"serology","2014-2016",90.45772333,23.688015,"Bangladesh","BGD",20,3,0.004432751,1.18341132962627,1.13034053926558,1.36636770931883,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
34,"serology","2014-2016",90.32300333,24.78174667,"Bangladesh","BGD",20,3,0.000967233,1.03080748765297,1.02771934321792,1.28582165105379,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
35,"serology","2014-2016",89.96959,24.33281,"Bangladesh","BGD",20,3,0.004096179,1.16623511201021,1.12015050060507,1.35632965955891,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
36,"serology","2014-2016",90.58979667,24.40633167,"Bangladesh","BGD",20,3,0.000436661,1.01311706307586,1.01246350772098,1.27943084492644,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
37,"serology","2014-2016",90.62275333,23.960455,"Bangladesh","BGD",20,3,0.004371774,1.18026704799494,1.12849087992378,1.36452165385488,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
38,"serology","2014-2016",90.46253333,25.14391167,"Bangladesh","BGD",20,3,0.000667156,1.02057644634501,1.0190760166433,1.28194734417239,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
39,"serology","2014-2016",90.623085,23.49929167,"Bangladesh","BGD",20,3,0.001372163,1.04549283468834,1.03944473194114,1.29203577908304,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
40,"serology","2014-2016",90.53530667,24.443525,"Bangladesh","BGD",20,3,0.00102902,1.03298440285484,1.02950389106718,1.28669895803052,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
41,"serology","2014-2016",90.38939344,23.80062931,"Bangladesh","BGD",20,3,0.004669197,1.19573667265023,1.13752753571888,1.37363675677863,11.9182182806044,14867.1212428815,144.273517544696,51.1749650189162,10218.0738949618,2057.02962731478,-73.7772225541635,-10.2928501197887,0.267354925550966,-1154.64035013797,-1124.12654967113,383.608598772141,0.692282400120895,4.09481726096246,-354.736447226028,125.488768327091,-655.20065954183,-10.167928720726,0.915763726818582,-738.638357031762,-67.0580947959024,-214.823910406214,-3.86455845470945,-1.71843951312191,-100.549693365726,-186.884315594151,73.5294985989124,68741.4722997133,23.053377280703,37094977,31247.9173861781,7.08012613964908
